id,description,code,name,keywords,include,exclude
37950,Grafito artificial; grafito coloidal o semi coloidal; preparaciones en base a grafito u otro carbón en la forma de semimanufacturados,37950,Grafito artificial; grafito coloidal o semi coloidal; preparaciones en base a grafito u otro carbón en la forma de semimanufacturados,Grafito artificial; grafito coloidal o semi coloidal; preparaciones en base a grafito u otro carbon en la forma de semimanufacturados,Grafito artificial; grafito coloidal o semi coloidal; preparaciones en base a grafito u otro carbón en la forma de semimanufacturados,
37960,Corindón artificial,37960,Corindón artificial,Corindon artificial,Corindón artificial,
37990,"Productos no metálicos minerales n.c.p. (incluida lana mineral, materiales minerales amplios, mica labrada, artículos de mica, artículos no eléctricos de grafito u otro carbono y artículos de turba)",37990,"Productos no metálicos minerales n.c.p. (incluida lana mineral, materiales minerales amplios, mica labrada, artículos de mica, artículos no eléctricos de grafito u otro carbono y artículos de turba)","Productos no metalicos minerales n.c.p. (incluida lana mineral, materiales minerales amplios, mica labrada, articulos de mica, articulos no electricos de grafito u otro carbono y articulos de turba)","Productos no metálicos minerales n.c.p. (incluida lana mineral, materiales minerales amplios, mica labrada, artículos de mica, artículos no eléctricos de grafito u otro carbono y artículos de turba)",
38111,"Asientos, principalmente con armazón de metal",38111,"Asientos, principalmente con armazón de metal","Asientos, principalmente con armazon de metal","Asientos, principalmente con armazón de metal",
38112,"Asientos, principalmente con armazón de madera",38112,"Asientos, principalmente con armazón de madera","Asientos, principalmente con armazon de madera","Asientos, principalmente con armazón de madera",
38119,Otros asientos,38119,Otros asientos,Otros asientos,Otros asientos,
38121,"Otros muebles de metal, del tipo utilizado en oficinas",38121,"Otros muebles de metal, del tipo utilizado en oficinas","Otros muebles de metal, del tipo utilizado en oficinas","Otros muebles de metal, del tipo utilizado en oficinas",
38122,"Otros muebles de madera, del tipo utilizado en oficinas",38122,"Otros muebles de madera, del tipo utilizado en oficinas","Otros muebles de madera, del tipo utilizado en oficinas","Otros muebles de madera, del tipo utilizado en oficinas",
38130,"Otros muebles de madera, del tipo utilizado en la cocina",38130,"Otros muebles de madera, del tipo utilizado en la cocina","Otros muebles de madera, del tipo utilizado en la cocina","Otros muebles de madera, del tipo utilizado en la cocina",
38140,Otros muebles n.c.p.,38140,Otros muebles n.c.p.,Otros muebles n.c.p.,Otros muebles n.c.p.,
38150,"Somieres; colchones, con resortes  o rellenos con cualquier material, incluidos los de caucho o plástico celular, estén o no recubiertos",38150,"Somieres; colchones, con resortes  o rellenos con cualquier material, incluidos los de caucho o plástico celular, estén o no recubiertos","Somieres; colchones, con resortes  o rellenos con cualquier material, incluidos los de caucho o plastico celular, esten o no recubiertos","Somieres; colchones, con resortes  o rellenos con cualquier material, incluidos los de caucho o plástico celular, estén o no recubiertos",
38160,Partes de muebles,38160,Partes de muebles,Partes de muebles,Partes de muebles,
38210,"Perlas, naturales o cultivadas, sin labrar",38210,"Perlas, naturales o cultivadas, sin labrar","Perlas, naturales o cultivadas, sin labrar","Perlas, naturales o cultivadas, sin labrar",
38220,"Perlas cultivadas, piedras preciosas o semipreciosas, y piedras preciosas o semipreciosas sintéticas o reconstituidas (excepto diamantes industriales y cuarzo piezoeléctrico), labradas (excepto simplemente aserradas, troceados, bruta o poco desbastadas), pero sin ensartar, montar ni encadenar",38220,"Perlas cultivadas, piedras preciosas o semipreciosas, y piedras preciosas o semipreciosas sintéticas o reconstituidas (excepto diamantes industriales y cuarzo piezoeléctrico), labradas (excepto simplemente aserradas, troceados, bruta o poco desbastadas), pero sin ensartar, montar ni encadenar","Perlas cultivadas, piedras preciosas o semipreciosas, y piedras preciosas o semipreciosas sinteticas o reconstituidas (excepto diamantes industriales y cuarzo piezoelectrico), labradas (excepto simplemente aserradas, troceados, bruta o poco desbastadas), pero sin ensartar, montar ni encadenar","Perlas cultivadas, piedras preciosas o semipreciosas, y piedras preciosas o semipreciosas sintéticas o reconstituidas (excepto diamantes industriales y cuarzo piezoeléctrico), labradas (excepto simplemente aserradas, troceados, bruta o poco desbastadas), pero sin ensartar, montar ni encadenar",
38230,"Diamantes industriales, labrados; polvo y polvillo natural o sintético de piedras preciosas o semipreciosas",38230,"Diamantes industriales, labrados; polvo y polvillo natural o sintético de piedras preciosas o semipreciosas","Diamantes industriales, labrados; polvo y polvillo natural o sintetico de piedras preciosas o semipreciosas","Diamantes industriales, labrados; polvo y polvillo natural o sintético de piedras preciosas o semipreciosas",
38240,"Joyas y otros artículos de metales preciosos o de metales revestidos con metales preciosos; artículos de perlas naturales o cultivadas, de piedras preciosas o semipreciosas (naturales, sintéticas o reconstituidas)",38240,"Joyas y otros artículos de metales preciosos o de metales revestidos con metales preciosos; artículos de perlas naturales o cultivadas, de piedras preciosas o semipreciosas (naturales, sintéticas o reconstituidas)","Joyas y otros articulos de metales preciosos o de metales revestidos con metales preciosos; articulos de perlas naturales o cultivadas, de piedras preciosas o semipreciosas (naturales, sinteticas o reconstituidas)","Joyas y otros artículos de metales preciosos o de metales revestidos con metales preciosos; artículos de perlas naturales o cultivadas, de piedras preciosas o semipreciosas (naturales, sintéticas o reconstituidas)",
38250,Monedas,38250,Monedas,Monedas,Monedas,
38310,Pianos y otros instrumentos de teclados de cuerda,38310,Pianos y otros instrumentos de teclados de cuerda,Pianos y otros instrumentos de teclados de cuerda,Pianos y otros instrumentos de teclados de cuerda,
38320,Otros instrumentos musicales de cuerda,38320,Otros instrumentos musicales de cuerda,Otros instrumentos musicales de cuerda,Otros instrumentos musicales de cuerda,
38330,"Instrumentos musicales de viento (incluso órganos de tubos, acordeones e instrumentos metálicos de viento)",38330,"Instrumentos musicales de viento (incluso órganos de tubos, acordeones e instrumentos metálicos de viento)","Instrumentos musicales de viento (incluso organos de tubos, acordeones e instrumentos metalicos de viento)","Instrumentos musicales de viento (incluso órganos de tubos, acordeones e instrumentos metálicos de viento)",
38340,Instrumentos musicales cuyo sonido se produzca o tenga que amplificarse eléctricamente,38340,Instrumentos musicales cuyo sonido se produzca o tenga que amplificarse eléctricamente,Instrumentos musicales cuyo sonido se produzca o tenga que amplificarse electricamente,Instrumentos musicales cuyo sonido se produzca o tenga que amplificarse eléctricamente,
38350,"Otros instrumentos musicales (incluso instrumentos de percusión, cajas de música y órganos de feria), señuelos, silbatos, cuernos de llamada y otros instrumentos de señales por soplado",38350,"Otros instrumentos musicales (incluso instrumentos de percusión, cajas de música y órganos de feria), señuelos, silbatos, cuernos de llamada y otros instrumentos de señales por soplado","Otros instrumentos musicales (incluso instrumentos de percusion, cajas de musica y organos de feria), señuelos, silbatos, cuernos de llamada y otros instrumentos de señales por soplado","Otros instrumentos musicales (incluso instrumentos de percusión, cajas de música y órganos de feria), señuelos, silbatos, cuernos de llamada y otros instrumentos de señales por soplado",
38360,"Partes y accesorios de instrumentos musicales; metrónomos, diapasones y tubos para afinar",38360,"Partes y accesorios de instrumentos musicales; metrónomos, diapasones y tubos para afinar","Partes y accesorios de instrumentos musicales; metronomos, diapasones y tubos para afinar","Partes y accesorios de instrumentos musicales; metrónomos, diapasones y tubos para afinar",
38410,Esquíes para nieve y otro equipo para esquiar sobre nieve; patines para hielo y patines de ruedas,38410,Esquíes para nieve y otro equipo para esquiar sobre nieve; patines para hielo y patines de ruedas,Esquies para nieve y otro equipo para esquiar sobre nieve; patines para hielo y patines de ruedas,Esquíes para nieve y otro equipo para esquiar sobre nieve; patines para hielo y patines de ruedas,
38420,"Esquís acuáticos, tablas de surf, tablas a vela y otros equipos para deportes acuáticos",38420,"Esquís acuáticos, tablas de surf, tablas a vela y otros equipos para deportes acuáticos","Esquis acuaticos, tablas de surf, tablas a vela y otros equipos para deportes acuaticos","Esquís acuáticos, tablas de surf, tablas a vela y otros equipos para deportes acuáticos",
38430,Artículos y equipo para gimnasia o atletismo,38430,Artículos y equipo para gimnasia o atletismo,Articulos y equipo para gimnasia o atletismo,Artículos y equipo para gimnasia o atletismo,
38440,Otros artículos y equipo para deportes o juegos al aire libre,38440,Otros artículos y equipo para deportes o juegos al aire libre,Otros articulos y equipo para deportes o juegos al aire libre,"Esta subclase incluye: guantes deportivos, pelotas, palos de golf, equipo para tenis de mesa, raquetas de tenis, etcétera, piscinas de natación y piscinas para niños",
38450,"Cañas y otros artículos para pescar con sedal; redes de pesca, cazamariposas y redes similares; señuelos y artículos de caza o tiro similares",38450,"Cañas y otros artículos para pescar con sedal; redes de pesca, cazamariposas y redes similares; señuelos y artículos de caza o tiro similares","Cañas y otros articulos para pescar con sedal; redes de pesca, cazamariposas y redes similares; señuelos y articulos de caza o tiro similares","Cañas y otros artículos para pescar con sedal; redes de pesca, cazamariposas y redes similares; señuelos y artículos de caza o tiro similares",
38510,Coches de muñecas; juguetes con ruedas diseñados para ser montados por los niños,38510,Coches de muñecas; juguetes con ruedas diseñados para ser montados por los niños,Coches de muñecas; juguetes con ruedas diseñados para ser montados por los niños,"Esta subclase incluye: coches de muñecas, incluyendo los plegables, juguetes con ruedas diseñados para ser montados por los niños:  triciclos infantiles y similares,  scooter,  juguetes con ruedas en forma de animales propulsados a pedal o a mano,  autos a pedal, con frecuencia en forma de autos en miniatura, autos deportivos, jeeps, camiones, etcétera,  juguetes con ruedas, impulsado por las palancas de la mano,  otros juguetes de ruedas (sin sistema de transmisión mecánica), que están diseñados para ser manejados o empujado y son lo suficientemente grandes para que los niños viajen dentro,  autos para niños impulsado por un motor",
38520,Muñecas que representan seres humanos; juguetes que representan animales o criaturas no humanas,38520,Muñecas que representan seres humanos; juguetes que representan animales o criaturas no humanas,Muñecas que representan seres humanos; juguetes que representan animales o criaturas no humanas,"Esta subclase incluye: muñecas que representan seres humanos:  muñecos diseñados para la diversión de los niños,  muñecos destinados con fines decorativos (por ejemplo, muñecas de exhibición, muñecos de mascotas de eventos deportivos),  muñecas para su uso en espectáculos de marionetas ,  muñecas de caricaturas, series o películas, juguetes que representen animales o seres no humanos, aun cuando posean principalmente características físicas humanas (por ejemplo, ángeles, robots, demonios, monstruos), incluidos los destinados a espectáculos de marionetas, ya sea rellenos o no, Las muñecas y los juguetes pueden estar hechos de cualquier material, contener mecanismos para permitir los movimientos o reproducción de la voz y pueden o no estar vestidos",
38530,Partes y accesorios de muñecas que representan seres humanos,38530,Partes y accesorios de muñecas que representan seres humanos,Partes y accesorios de muñecas que representan seres humanos,"Esta subclase incluye: partes y accesorios de muñecas, como:  cabezas, cuerpos, extremidades,  ojos (excepto de vidrio) y los mecanismos de movimiento de los ojos,  mecanismos de producción de voz u otros mecanismos,  pelucas,  ropa, zapatos y sombreros de muñeca",
38540,"Trenes eléctricos de juguete y vías, señales y otros accesorios para estos; maquetas de tamaño reducido (""a escala"") para montar y otros juegos de construcción y juguetes para armar",38540,"Trenes eléctricos de juguete y vías, señales y otros accesorios para estos; maquetas de tamaño reducido (""a escala"") para montar y otros juegos de construcción y juguetes para armar","Trenes electricos de juguete y vias, señales y otros accesorios para estos; maquetas de tamaño reducido (""a escala"") para montar y otros juegos de construccion y juguetes para armar","Esta subclase incluye: vehículos de juguete, ya sea eléctrico o no, tales como:  trenes, aviones, barcos, etcétera, accesorios para vehículos de juguete, tales como:  vías del tren, señales, etcétera, motores de juguete no eléctricos, motores a vapor de juguete, etcétera, modelos de tamaño reducido (""a escala"") y modelos similares para entretenimiento, tales como:  modelos funcionales a escala de barcos, aviones, trenes, vehículos, etcétera, kits de materiales y piezas para la fabricación de estos modelos, artículos de tamaño natural o reproducciones ampliadas, siempre y cuando sean para fines recreativos, juguetes de construcción, es decir, conjuntos de construcción, bloques de construcción, etcétera",
38550,Rompecabezas,38550,Rompecabezas,Rompecabezas,Esta subclase incluye: rompecabezas de toda clase,
38560,Otros juguetes (incluso instrumentos musicales de juguete),38560,Otros juguetes (incluso instrumentos musicales de juguete),Otros juguetes (incluso instrumentos musicales de juguete),"Esta subclase incluye: instrumentos musicales de juguete:  pianos, trompetas, tambores, gramófonos, armónicas, acordeones, xilófonos, cajas musicales, etcétera, casas de muñecas y muebles, incluso ropa de cama, jugueterías y similares, set de granjas, etcétera, juegos de té y café de muñecas, artículos deportivos de juguete, tales como:  juegos de golf, juegos de tenis, juegos de tiro con arco, juegos de billar, bates de béisbol, bates de cricket, palos de hockey, pistolas y armas de juguete, soldaditos de plomo y similares, armamentos de juguete, herramientas e instrumentos de juguete; carretillas para niños, cinematógrafos de juguete, linternas mágicas, etcétera; gafas de juguete, juguetes de marcos de conteo (ábacos), máquinas de coser de juguete, relojes de juguete, juguetes educativos:  juguetes de química, impresión, costura y juegos de tejido, aros, cuerdas para saltar, carretes de diábolo y bastones, trompos con y sin ruido, pelotas, globos y cometas de juguete, libros u hojas que consistan esencialmente en imágenes, juguetes o modelos, para cortar y montaje, también los libros que contienen figuras ""verticales"" o figuras móviles, siempre y cuando, tengan características esenciales de los juguetes, canicas de juguete, cajas de dinero de juguetes, sonajeros para bebés, cajas de sorpresa; teatros de juguete, con o sin figuras, etcétera, tiendas de campaña de juguete para niños de uso en interiores o al aire libre",
38570,Naipes,38570,Naipes,Naipes,Naipes,
38581,Consolas de videojuegos,38581,Consolas de videojuegos,Consolas de videojuegos,Esta subclase incluye: consolas de videojuegos del tipo utilizado con receptor de televisión,
38582,Cartuchos de software para consolas de videojuegos,38582,Cartuchos de software para consolas de videojuegos,Cartuchos de software para consolas de videojuegos,"Esta subclase incluye: software para videojuegos del tipo utilizado con un receptor de televisión, en un cartucho",
38590,"Otros artículos para juegos de feria, juegos de mesa o de salón (incluso artículos para juegos de billar, mesas de juego con mecanismos varios, mesas especiales para juegos de casino y equipos automáticos para juegos de bolos), excepto videojuegos del tipo utilizado con receptor de televisión",38590,"Otros artículos para juegos de feria, juegos de mesa o de salón (incluso artículos para juegos de billar, mesas de juego con mecanismos varios, mesas especiales para juegos de casino y equipos automáticos para juegos de bolos), excepto videojuegos del tipo utilizado con receptor de televisión","Otros articulos para juegos de feria, juegos de mesa o de salon (incluso articulos para juegos de billar, mesas de juego con mecanismos varios, mesas especiales para juegos de casino y equipos automaticos para juegos de bolos), excepto videojuegos del tipo utilizado con receptor de television","Otros artículos para juegos de feria, juegos de mesa o de salón (incluso artículos para juegos de billar, mesas de juego con mecanismos varios, mesas especiales para juegos de casino y equipos automáticos para juegos de bolos), excepto videojuegos del tipo utilizado con receptor de televisión",
38600,"Carruseles, columpios, casetas de tiro al blanco y otras atracciones de feria",38600,"Carruseles, columpios, casetas de tiro al blanco y otras atracciones de feria","Carruseles, columpios, casetas de tiro al blanco y otras atracciones de feria","Carruseles, columpios, casetas de tiro al blanco y otras atracciones de feria",
38701,Edificios prefabricados de madera,38701,Edificios prefabricados de madera,Edificios prefabricados de madera,"Esta subclase incluye: edificios prefabricados, principalmente de madera",
38702,Edificios prefabricados de metal,38702,Edificios prefabricados de metal,Edificios prefabricados de metal,"Esta subclase incluye: edificios prefabricados, principalmente de metal, por ejemplo, galpones",
38703,Edificios prefabricados de materiales plásticos,38703,Edificios prefabricados de materiales plásticos,Edificios prefabricados de materiales plasticos,"Esta subclase incluye: edificios prefabricados, principalmente de plástico",
38704,Edificios prefabricados de hormigón,38704,Edificios prefabricados de hormigón,Edificios prefabricados de hormigon,"Esta subclase incluye: edificios prefabricados, principalmente de hormigón",
38911,"Bolígrafos, estilógrafos para calcar, lápices, portalápices, portaminas y soportes similares, y sus partes; lápices de colores o cera, lápices de mina, lápices de pintura al pastel, carbonillas y tizas para dibujar",38911,"Bolígrafos, estilógrafos para calcar, lápices, portalápices, portaminas y soportes similares, y sus partes; lápices de colores o cera, lápices de mina, lápices de pintura al pastel, carbonillas y tizas para dibujar","Boligrafos, estilografos para calcar, lapices, portalapices, portaminas y soportes similares, y sus partes; lapices de colores o cera, lapices de mina, lapices de pintura al pastel, carbonillas y tizas para dibujar","Bolígrafos, estilógrafos para calcar, lápices, portalápices, portaminas y soportes similares, y sus partes; lápices de colores o cera, lápices de mina, lápices de pintura al pastel, carbonillas y tizas para dibujar",
38912,"Sellos para fechar, lacrar o numerar, y sellos similares, diseñados para operar de manera manual; componedores manuales y juegos manuales de impresión que incluye; cintas para máquinas de escribir y cintas similares, preparadas para producir impresiones; tampones de tinta",38912,"Sellos para fechar, lacrar o numerar, y sellos similares, diseñados para operar de manera manual; componedores manuales y juegos manuales de impresión que incluye; cintas para máquinas de escribir y cintas similares, preparadas para producir impresiones; tampones de tinta","Sellos para fechar, lacrar o numerar, y sellos similares, diseñados para operar de manera manual; componedores manuales y juegos manuales de impresion que incluye; cintas para maquinas de escribir y cintas similares, preparadas para producir impresiones; tampones de tinta","Sellos para fechar, lacrar o numerar, y sellos similares, diseñados para operar de manera manual; componedores manuales y juegos manuales de impresión que incluye; cintas para máquinas de escribir y cintas similares, preparadas para producir impresiones; tampones de tinta",
38921,"Paraguas, sombrillas, bastones, bastones asiento, látigos, fustas y similares",38921,"Paraguas, sombrillas, bastones, bastones asiento, látigos, fustas y similares","Paraguas, sombrillas, bastones, bastones asiento, latigos, fustas y similares","Paraguas, sombrillas, bastones, bastones asiento, látigos, fustas y similares",
38922,"Partes, adornos y accesorios de paraguas, sombrillas, bastones, bastones asiento, látigos, fustas y artículos similares",38922,"Partes, adornos y accesorios de paraguas, sombrillas, bastones, bastones asiento, látigos, fustas y artículos similares","Partes, adornos y accesorios de paraguas, sombrillas, bastones, bastones asiento, latigos, fustas y articulos similares","Partes, adornos y accesorios de paraguas, sombrillas, bastones, bastones asiento, látigos, fustas y artículos similares",
38923,Broches y botones de presión y sus partes componentes; botones; cierres de cremallera,38923,Broches y botones de presión y sus partes componentes; botones; cierres de cremallera,Broches y botones de presion y sus partes componentes; botones; cierres de cremallera,Broches y botones de presión y sus partes componentes; botones; cierres de cremallera,
38924,"Moldes para botones y otras partes de botones; esbozos para botones, partes de cierres de cremallera",38924,"Moldes para botones y otras partes de botones; esbozos para botones, partes de cierres de cremallera","Moldes para botones y otras partes de botones; esbozos para botones, partes de cierres de cremallera","Moldes para botones y otras partes de botones; esbozos para botones, partes de cierres de cremallera",
38930,Linóleo,38930,Linóleo,Linoleo,Linóleo,
38941,"Placas, películas, papeles, cartón y textiles fotográficos, impresionados pero sin revelar",38941,"Placas, películas, papeles, cartón y textiles fotográficos, impresionados pero sin revelar","Placas, peliculas, papeles, carton y textiles fotograficos, impresionados pero sin revelar","Placas, películas, papeles, cartón y textiles fotográficos, impresionados pero sin revelar",
38942,"Placas y películas fotográficas impresionadas y reveladas, excepto películas cinematográficas",38942,"Placas y películas fotográficas impresionadas y reveladas, excepto películas cinematográficas","Placas y peliculas fotograficas impresionadas y reveladas, excepto peliculas cinematograficas","Placas y películas fotográficas impresionadas y reveladas, excepto películas cinematográficas",
38950,"Película cinematográficas, impresionadas y reveladas, con o sin pista de sonido o que consistan solamente en la pista de sonido",38950,"Película cinematográficas, impresionadas y reveladas, con o sin pista de sonido o que consistan solamente en la pista de sonido","Pelicula cinematograficas, impresionadas y reveladas, con o sin pista de sonido o que consistan solamente en la pista de sonido","Película cinematográficas, impresionadas y reveladas, con o sin pista de sonido o que consistan solamente en la pista de sonido",
38961,"Pinturas, dibujos y pasteles; grabados, estampas y litografías originales; esculturas y estatuas originales, de cualquier material",38961,"Pinturas, dibujos y pasteles; grabados, estampas y litografías originales; esculturas y estatuas originales, de cualquier material","Pinturas, dibujos y pasteles; grabados, estampas y litografias originales; esculturas y estatuas originales, de cualquier material","Pinturas, dibujos y pasteles; grabados, estampas y litografías originales; esculturas y estatuas originales, de cualquier material",
38962,"Sellos o timbres fiscales, matasellos o marcas postales, sobres de primer día, sobres postales con franqueo impreso y artículos similares",38962,"Sellos o timbres fiscales, matasellos o marcas postales, sobres de primer día, sobres postales con franqueo impreso y artículos similares","Sellos o timbres fiscales, matasellos o marcas postales, sobres de primer dia, sobres postales con franqueo impreso y articulos similares","Sellos o timbres fiscales, matasellos o marcas postales, sobres de primer día, sobres postales con franqueo impreso y artículos similares",
38963,"Colecciones y piezas de colección de zoología, botánica, mineralogía, anatomía, o que tengan interés histórico, etnográfico o numismático; antigüedades",38963,"Colecciones y piezas de colección de zoología, botánica, mineralogía, anatomía, o que tengan interés histórico, etnográfico o numismático; antigüedades","Colecciones y piezas de coleccion de zoologia, botanica, mineralogia, anatomia, o que tengan interes historico, etnografico o numismatico; antigüedades","Colecciones y piezas de colección de zoología, botánica, mineralogía, anatomía, o que tengan interés histórico, etnográfico o numismático; antigüedades",
38971,"Cabello humano, en bruto, esté o no lavado o desengrasado; desperdicios de cabello humano",38971,"Cabello humano, en bruto, esté o no lavado o desengrasado; desperdicios de cabello humano","Cabello humano, en bruto, este o no lavado o desengrasado; desperdicios de cabello humano","Cabello humano, en bruto, esté o no lavado o desengrasado; desperdicios de cabello humano",
38972,"Cabello humano, peinado, entresacado, aclarado o preparado de otra forma; lana u otros pelos de animales u otras materias textiles, preparados para la fabricación de pelucas o artículos similares; pelucas, barbas, cejas y pestañas postizas, mechones postizos y artículos similares, de cabello humano, pelos de animal o de material textil, artículos de cabello humano n.c.p.",38972,"Cabello humano, peinado, entresacado, aclarado o preparado de otra forma; lana u otros pelos de animales u otras materias textiles, preparados para la fabricación de pelucas o artículos similares; pelucas, barbas, cejas y pestañas postizas, mechones postizos y artículos similares, de cabello humano, pelos de animal o de material textil, artículos de cabello humano n.c.p.","Cabello humano, peinado, entresacado, aclarado o preparado de otra forma; lana u otros pelos de animales u otras materias textiles, preparados para la fabricacion de pelucas o articulos similares; pelucas, barbas, cejas y pestañas postizas, mechones postizos y articulos similares, de cabello humano, pelos de animal o de material textil, articulos de cabello humano n.c.p.","Cabello humano, peinado, entresacado, aclarado o preparado de otra forma; lana u otros pelos de animales u otras materias textiles, preparados para la fabricación de pelucas o artículos similares; pelucas, barbas, cejas y pestañas postizas, mechones postizos y artículos similares, de cabello humano, pelos de animal o de material textil, artículos de cabello humano n.c.p.",
38991,"Artículos para fiestas, parques de diversiones, ferias y otros artículos para entretenimiento, incluso trucos de magia y artículos de broma",38991,"Artículos para fiestas, parques de diversiones, ferias y otros artículos para entretenimiento, incluso trucos de magia y artículos de broma","Articulos para fiestas, parques de diversiones, ferias y otros articulos para entretenimiento, incluso trucos de magia y articulos de broma","Artículos para fiestas, parques de diversiones, ferias y otros artículos para entretenimiento, incluso trucos de magia y artículos de broma",
38992,Coches para niños y sus partes y piezas,38992,Coches para niños y sus partes y piezas,Coches para niños y sus partes y piezas,Coches para niños y sus partes y piezas,
38993,"Escobas, cepillos, barredoras mecánicas manuales para pisos (sin motor), traperos y plumeros; cabezas preparadas para artículos de cepillería y escobas; almohadillas y rodillos para pintar; espátulas limpiavidrios (excepto los de rodillos)",38993,"Escobas, cepillos, barredoras mecánicas manuales para pisos (sin motor), traperos y plumeros; cabezas preparadas para artículos de cepillería y escobas; almohadillas y rodillos para pintar; espátulas limpiavidrios (excepto los de rodillos)","Escobas, cepillos, barredoras mecanicas manuales para pisos (sin motor), traperos y plumeros; cabezas preparadas para articulos de cepilleria y escobas; almohadillas y rodillos para pintar; espatulas limpiavidrios (excepto los de rodillos)","Escobas, cepillos, barredoras mecánicas manuales para pisos (sin motor), traperos y plumeros; cabezas preparadas para artículos de cepillería y escobas; almohadillas y rodillos para pintar; espátulas limpiavidrios (excepto los de rodillos)",
38994,"Encendedores de cigarrillos y otros encendedores; pipas y boquillas para cigarros o cigarrillos, y sus partes; peines, pasadores para el pelo y artículos similares; horquillas, ganchos y tenacillas para rizar, encrespadores y artículos similares (excepto aparatos electrotérmicos), y sus partes, pulverizadores de perfume y pulverizadores similares del tipo utilizado para tocador y sus monturas y cabezas; almohadillas para aplicar cosméticos o preparados de tocador",38994,"Encendedores de cigarrillos y otros encendedores; pipas y boquillas para cigarros o cigarrillos, y sus partes; peines, pasadores para el pelo y artículos similares; horquillas, ganchos y tenacillas para rizar, encrespadores y artículos similares (excepto aparatos electrotérmicos), y sus partes, pulverizadores de perfume y pulverizadores similares del tipo utilizado para tocador y sus monturas y cabezas; almohadillas para aplicar cosméticos o preparados de tocador","Encendedores de cigarrillos y otros encendedores; pipas y boquillas para cigarros o cigarrillos, y sus partes; peines, pasadores para el pelo y articulos similares; horquillas, ganchos y tenacillas para rizar, encrespadores y articulos similares (excepto aparatos electrotermicos), y sus partes, pulverizadores de perfume y pulverizadores similares del tipo utilizado para tocador y sus monturas y cabezas; almohadillas para aplicar cosmeticos o preparados de tocador","Encendedores de cigarrillos y otros encendedores; pipas y boquillas para cigarros o cigarrillos, y sus partes; peines, pasadores para el pelo y artículos similares; horquillas, ganchos y tenacillas para rizar, encrespadores y artículos similares (excepto aparatos electrotérmicos), y sus partes, pulverizadores de perfume y pulverizadores similares del tipo utilizado para tocador y sus monturas y cabezas; almohadillas para aplicar cosméticos o preparados de tocador",
38995,Partes y piezas de encendedores de cigarrillos y otros encendedores (excepto piedras y mechas); aleaciones pirofóricas; artículos de materiales combustibles n.c.p.,38995,Partes y piezas de encendedores de cigarrillos y otros encendedores (excepto piedras y mechas); aleaciones pirofóricas; artículos de materiales combustibles n.c.p.,Partes y piezas de encendedores de cigarrillos y otros encendedores (excepto piedras y mechas); aleaciones piroforicas; articulos de materiales combustibles n.c.p.,Partes y piezas de encendedores de cigarrillos y otros encendedores (excepto piedras y mechas); aleaciones pirofóricas; artículos de materiales combustibles n.c.p.,
38996,"Instrumentos, aparatos y modelos diseñados para demostraciones y no aptos para otros usos",38996,"Instrumentos, aparatos y modelos diseñados para demostraciones y no aptos para otros usos","Instrumentos, aparatos y modelos diseñados para demostraciones y no aptos para otros usos","Instrumentos, aparatos y modelos diseñados para demostraciones y no aptos para otros usos",
38997,Joyas de fantasía,38997,Joyas de fantasía,Joyas de fantasia,Joyas de fantasía,
38998,Fósforos,38998,Fósforos,Fosforos,Fósforos,
38999,"Artículos n.c.p. (incluso velas, cirios, pieles de aves con sus plumas, flores artificiales, artículos para entretenimiento, tamices, cedazos y cribas de mano, termos, maniquíes, presentaciones animadas para escaparates, y sus piezas n.c.p.)",38999,"Artículos n.c.p. (incluso velas, cirios, pieles de aves con sus plumas, flores artificiales, artículos para entretenimiento, tamices, cedazos y cribas de mano, termos, maniquíes, presentaciones animadas para escaparates, y sus piezas n.c.p.)","Articulos n.c.p. (incluso velas, cirios, pieles de aves con sus plumas, flores artificiales, articulos para entretenimiento, tamices, cedazos y cribas de mano, termos, maniquies, presentaciones animadas para escaparates, y sus piezas n.c.p.)","Artículos n.c.p. (incluso velas, cirios, pieles de aves con sus plumas, flores artificiales, artículos para entretenimiento, tamices, cedazos y cribas de mano, termos, maniquíes, presentaciones animadas para escaparates, y sus piezas n.c.p.)",
39110,"Despojos sin elaborar, no comestibles (incluso cerdas de cerdo, pelo de caballo, tripas de animales, pieles de aves, plumas, huesos y marfil)",39110,"Despojos sin elaborar, no comestibles (incluso cerdas de cerdo, pelo de caballo, tripas de animales, pieles de aves, plumas, huesos y marfil)","Despojos sin elaborar, no comestibles (incluso cerdas de cerdo, pelo de caballo, tripas de animales, pieles de aves, plumas, huesos y marfil)","Esta subclase incluye: cerdas y pelos de cerdo y jabalí (incluidos los desperdicios), sean o no teñidos o blanqueados, cerdas y pelos de caballos y otros animales, tripas, vejigas y estómagos de animales, excepto de pescado, entero o en trozos, tripas, no comestibles, pieles y demás partes de aves, con sus plumas y plumón, en bruto o simplemente limpiados, desinfectados o preparados para su conservación, polvo y desperdicios de pluma, huesos, cuernos, pezuñas, dientes, caparazón de tortugas, marfil y similares, en bruto o simplemente preparados (pero sin cortar en forma determinada), incluso en polvo y desperdicios, animales muertos, no aptos para el consumo humano, otros productos de origen animal utilizados para la preparación de productos farmacéuticos, otros productos de origen animal, no aptos para el consumo humanos, tales como:  sangre (seca, líquida, harina o en polvo),  nervios y tendones,  huevos de insectos,  larvas, crisálidas,  gusanos secos,  residuos de peletería",
